epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
556,106.602,0.44061,0.36219,0.82025,0.86271,0.73333,0.78591,0.3094,2.19104,1.24686,1.64323,0.0009011,0.0009011,0.0009011
557,106.782,0.45375,0.37449,0.86539,0.86271,0.73333,0.78591,0.3094,2.19104,1.24686,1.64323,0.00089912,0.00089912,0.00089912
558,107.043,0.47499,0.38132,0.83381,0.8562,0.79403,0.79571,0.30418,2.16353,1.30111,1.61202,0.00089714,0.00089714,0.00089714
559,107.217,0.45595,0.39206,0.87951,0.8562,0.79403,0.79571,0.30418,2.16353,1.30111,1.61202,0.00089516,0.00089516,0.00089516
560,107.407,0.41684,0.32402,0.82026,0.84605,0.76667,0.74356,0.29488,2.20107,1.34022,1.65744,0.00089318,0.00089318,0.00089318
561,107.585,0.39326,0.34546,0.85119,0.84605,0.76667,0.74356,0.29488,2.20107,1.34022,1.65744,0.0008912,0.0008912,0.0008912
562,107.771,0.41614,0.34501,0.82606,0.87304,0.76667,0.75039,0.28376,2.22115,1.31278,1.6772,0.00088922,0.00088922,0.00088922
563,107.947,0.4723,0.38563,0.8709,0.87304,0.76667,0.75039,0.28376,2.22115,1.31278,1.6772,0.00088724,0.00088724,0.00088724
564,108.133,0.39084,0.33045,0.81208,0.8788,0.76667,0.74266,0.297,2.22591,1.30573,1.68302,0.00088526,0.00088526,0.00088526
565,108.311,0.43643,0.35571,0.8595,0.8788,0.76667,0.74266,0.297,2.22591,1.30573,1.68302,0.00088328,0.00088328,0.00088328
566,108.497,0.46606,0.37537,0.78416,0.88856,0.79745,0.79678,0.30029,2.19891,1.29367,1.6686,0.0008813,0.0008813,0.0008813
567,108.672,0.49074,0.38281,0.83866,0.88856,0.79745,0.79678,0.30029,2.19891,1.29367,1.6686,0.00087932,0.00087932,0.00087932
568,108.856,0.47934,0.35835,0.83792,0.94004,0.73333,0.77347,0.30177,2.14543,1.32643,1.61999,0.00087734,0.00087734,0.00087734
569,109.03,0.4528,0.36352,0.87613,0.94004,0.73333,0.77347,0.30177,2.14543,1.32643,1.61999,0.00087536,0.00087536,0.00087536
570,109.295,0.44839,0.37018,0.83548,0.93352,0.73333,0.77587,0.30328,2.10729,1.3377,1.59408,0.00087338,0.00087338,0.00087338
571,109.472,0.41381,0.35172,0.81034,0.93352,0.73333,0.77587,0.30328,2.10729,1.3377,1.59408,0.0008714,0.0008714,0.0008714
572,109.658,0.54257,0.39166,0.83936,0.91404,0.73333,0.77503,0.30175,2.05147,1.31463,1.53685,0.00086942,0.00086942,0.00086942
573,109.835,0.5121,0.36429,0.80888,0.91404,0.73333,0.77503,0.30175,2.05147,1.31463,1.53685,0.00086744,0.00086744,0.00086744
574,110.023,0.45858,0.37337,0.86814,0.90329,0.76667,0.81952,0.31782,2.0256,1.32119,1.50077,0.00086546,0.00086546,0.00086546
575,110.198,0.43454,0.32961,0.84644,0.90329,0.76667,0.81952,0.31782,2.0256,1.32119,1.50077,0.00086348,0.00086348,0.00086348
576,110.384,0.45006,0.37041,0.7904,0.89465,0.76667,0.81648,0.32357,2.0255,1.32928,1.5081,0.0008615,0.0008615,0.0008615
577,110.568,0.44197,0.36736,0.80427,0.89465,0.76667,0.81648,0.32357,2.0255,1.32928,1.5081,0.00085952,0.00085952,0.00085952
578,110.766,0.42673,0.35671,0.84866,0.84838,0.73333,0.77846,0.31734,2.02397,1.34409,1.51969,0.00085754,0.00085754,0.00085754
579,110.945,0.37444,0.35132,0.81689,0.84838,0.73333,0.77846,0.31734,2.02397,1.34409,1.51969,0.00085556,0.00085556,0.00085556
580,111.206,0.35579,0.33701,0.80909,0.87654,0.73333,0.77598,0.2962,2.05308,1.36187,1.55225,0.00085358,0.00085358,0.00085358
581,111.381,0.42784,0.36881,0.81721,0.87654,0.73333,0.77598,0.2962,2.05308,1.36187,1.55225,0.0008516,0.0008516,0.0008516
582,111.566,0.46246,0.36001,0.82906,0.87745,0.73333,0.77424,0.28498,2.08294,1.34183,1.53263,0.00084962,0.00084962,0.00084962
583,111.743,0.43404,0.36653,0.85437,0.87745,0.73333,0.77424,0.28498,2.08294,1.34183,1.53263,0.00084764,0.00084764,0.00084764
584,111.928,0.36571,0.31697,0.84419,0.87852,0.72349,0.77412,0.2674,2.12234,1.34135,1.52911,0.00084566,0.00084566,0.00084566
585,112.104,0.42363,0.34608,0.77729,0.87852,0.72349,0.77412,0.2674,2.12234,1.34135,1.52911,0.00084368,0.00084368,0.00084368
586,112.285,0.43969,0.35991,0.83744,0.86799,0.65779,0.70457,0.26603,2.14238,1.34116,1.53118,0.0008417,0.0008417,0.0008417
587,112.464,0.34355,0.30618,0.84188,0.86799,0.65779,0.70457,0.26603,2.14238,1.34116,1.53118,0.00083972,0.00083972,0.00083972
588,112.657,0.46301,0.35605,0.83373,0.82749,0.8,0.80395,0.27414,2.13104,1.33673,1.53839,0.00083774,0.00083774,0.00083774
589,112.833,0.48622,0.39533,0.78807,0.82749,0.8,0.80395,0.27414,2.13104,1.33673,1.53839,0.00083576,0.00083576,0.00083576
590,113.095,0.44046,0.3691,0.84825,0.77157,0.78836,0.79918,0.27738,2.13467,1.37201,1.54557,0.00083378,0.00083378,0.00083378
591,113.274,0.4336,0.35086,0.8534,0.77157,0.78836,0.79918,0.27738,2.13467,1.37201,1.54557,0.0008318,0.0008318,0.0008318
592,113.458,0.44514,0.38172,0.83934,0.80128,0.7,0.75415,0.263,2.13561,1.41436,1.55873,0.00082982,0.00082982,0.00082982
593,113.648,0.55586,0.40486,0.82491,0.80128,0.7,0.75415,0.263,2.13561,1.41436,1.55873,0.00082784,0.00082784,0.00082784
594,113.835,0.43231,0.33435,0.86993,0.77462,0.7,0.73393,0.27967,2.15028,1.43776,1.5519,0.00082586,0.00082586,0.00082586
595,114.012,0.41831,0.34921,0.82778,0.77462,0.7,0.73393,0.27967,2.15028,1.43776,1.5519,0.00082388,0.00082388,0.00082388
596,114.2,0.44099,0.33561,0.81763,0.73079,0.72412,0.74745,0.28454,2.13193,1.46607,1.5505,0.0008219,0.0008219,0.0008219
597,114.375,0.4231,0.3382,0.79969,0.73079,0.72412,0.74745,0.28454,2.13193,1.46607,1.5505,0.00081992,0.00081992,0.00081992
598,114.56,0.40994,0.35413,0.81455,0.72399,0.73333,0.76122,0.2777,2.10394,1.43579,1.55413,0.00081794,0.00081794,0.00081794
599,114.736,0.41792,0.32617,0.84123,0.72399,0.73333,0.76122,0.2777,2.10394,1.43579,1.55413,0.00081596,0.00081596,0.00081596
600,114.92,0.45492,0.37317,0.83425,0.75746,0.72885,0.76198,0.28932,2.07106,1.46124,1.54327,0.00081398,0.00081398,0.00081398
601,115.171,0.42633,0.33904,0.84942,0.75746,0.72885,0.76198,0.28932,2.07106,1.46124,1.54327,0.000812,0.000812,0.000812
602,115.358,0.40545,0.33394,0.80674,0.73214,0.729,0.75333,0.27407,2.08519,1.4396,1.5379,0.00081002,0.00081002,0.00081002
603,115.535,0.36636,0.33586,0.83913,0.73214,0.729,0.75333,0.27407,2.08519,1.4396,1.5379,0.00080804,0.00080804,0.00080804
604,115.722,0.39706,0.33187,0.85059,0.72873,0.71665,0.76924,0.30304,2.10954,1.44317,1.55159,0.00080606,0.00080606,0.00080606
605,115.9,0.43558,0.37908,0.78854,0.72873,0.71665,0.76924,0.30304,2.10954,1.44317,1.55159,0.00080408,0.00080408,0.00080408
606,116.088,0.36477,0.35373,0.8777,0.7497,0.69893,0.7692,0.29508,2.13563,1.40034,1.56417,0.0008021,0.0008021,0.0008021
607,116.264,0.43521,0.36253,0.81295,0.7497,0.69893,0.7692,0.29508,2.13563,1.40034,1.56417,0.00080012,0.00080012,0.00080012
608,116.451,0.49424,0.36167,0.83288,0.90346,0.63333,0.77992,0.31636,2.11324,1.39871,1.54512,0.00079814,0.00079814,0.00079814
609,116.626,0.3885,0.32911,0.81316,0.90346,0.63333,0.77992,0.31636,2.11324,1.39871,1.54512,0.00079616,0.00079616,0.00079616
610,116.809,0.41879,0.3571,0.77988,0.7958,0.73333,0.80364,0.29432,2.09553,1.40709,1.53652,0.00079418,0.00079418,0.00079418
611,116.983,0.36513,0.33399,0.79096,0.7958,0.73333,0.80364,0.29432,2.09553,1.40709,1.53652,0.0007922,0.0007922,0.0007922
612,117.168,0.48577,0.38312,0.83962,0.81929,0.75588,0.80784,0.30855,2.08992,1.39175,1.5353,0.00079022,0.00079022,0.00079022
613,117.443,0.45947,0.35038,0.82843,0.81929,0.75588,0.80784,0.30855,2.08992,1.39175,1.5353,0.00078824,0.00078824,0.00078824
614,117.63,0.42412,0.36809,0.82712,0.84341,0.76667,0.80457,0.30935,2.08434,1.38695,1.542,0.00078626,0.00078626,0.00078626
615,117.806,0.4127,0.34402,0.81375,0.84341,0.76667,0.80457,0.30935,2.08434,1.38695,1.542,0.00078428,0.00078428,0.00078428
616,117.99,0.3903,0.33148,0.79025,0.8088,0.76667,0.7983,0.31047,2.087,1.34471,1.55278,0.0007823,0.0007823,0.0007823
617,118.168,0.41205,0.34965,0.83612,0.8088,0.76667,0.7983,0.31047,2.087,1.34471,1.55278,0.00078032,0.00078032,0.00078032
618,118.357,0.40325,0.33213,0.83829,0.80769,0.76667,0.79626,0.3152,2.0934,1.324,1.57671,0.00077834,0.00077834,0.00077834
619,118.532,0.37111,0.32591,0.79805,0.80769,0.76667,0.79626,0.3152,2.0934,1.324,1.57671,0.00077636,0.00077636,0.00077636
620,118.721,0.43641,0.37269,0.82144,0.85471,0.8,0.81332,0.33164,2.08738,1.33366,1.58757,0.00077438,0.00077438,0.00077438
621,118.906,0.36547,0.34192,0.82226,0.85471,0.8,0.81332,0.33164,2.08738,1.33366,1.58757,0.0007724,0.0007724,0.0007724
622,119.097,0.42172,0.34444,0.8531,0.84588,0.76667,0.81298,0.33775,2.11393,1.38397,1.60668,0.00077042,0.00077042,0.00077042
623,119.281,0.43048,0.36344,0.862,0.84588,0.76667,0.81298,0.33775,2.11393,1.38397,1.60668,0.00076844,0.00076844,0.00076844
624,119.546,0.43133,0.34724,0.82336,0.83215,0.73333,0.80748,0.33473,2.1322,1.37167,1.60533,0.00076646,0.00076646,0.00076646
625,119.722,0.48065,0.36544,0.82293,0.83215,0.73333,0.80748,0.33473,2.1322,1.37167,1.60533,0.00076448,0.00076448,0.00076448
626,119.917,0.42624,0.34339,0.80557,0.98747,0.6,0.7748,0.31719,2.15934,1.43104,1.59959,0.0007625,0.0007625,0.0007625
627,120.093,0.42423,0.35179,0.85029,0.98747,0.6,0.7748,0.31719,2.15934,1.43104,1.59959,0.00076052,0.00076052,0.00076052
628,120.28,0.4823,0.35678,0.848,0.98625,0.6,0.76282,0.30942,2.15668,1.44666,1.58388,0.00075854,0.00075854,0.00075854
629,120.455,0.38946,0.37234,0.81647,0.98625,0.6,0.76282,0.30942,2.15668,1.44666,1.58388,0.00075656,0.00075656,0.00075656
630,120.641,0.42947,0.347,0.80735,0.98962,0.6,0.76212,0.30512,2.16803,1.47421,1.58547,0.00075458,0.00075458,0.00075458
631,120.817,0.45596,0.34541,0.76018,0.98962,0.6,0.76212,0.30512,2.16803,1.47421,1.58547,0.0007526,0.0007526,0.0007526
632,121.003,0.39897,0.34992,0.80647,0.90841,0.66143,0.76488,0.30274,2.17014,1.41699,1.59112,0.00075062,0.00075062,0.00075062
633,121.268,0.44694,0.34643,0.82015,0.90841,0.66143,0.76488,0.30274,2.17014,1.41699,1.59112,0.00074864,0.00074864,0.00074864
634,121.454,0.38301,0.36659,0.84669,0.90871,0.66372,0.77891,0.30201,2.19352,1.4278,1.629,0.00074666,0.00074666,0.00074666
635,121.629,0.44944,0.35967,0.80183,0.90871,0.66372,0.77891,0.30201,2.19352,1.4278,1.629,0.00074468,0.00074468,0.00074468
636,121.813,0.39343,0.31436,0.86139,0.9087,0.66362,0.77818,0.29725,2.19617,1.44578,1.66051,0.0007427,0.0007427,0.0007427
637,121.987,0.42994,0.35942,0.80226,0.9087,0.66362,0.77818,0.29725,2.19617,1.44578,1.66051,0.00074072,0.00074072,0.00074072
638,122.173,0.44442,0.35089,0.81316,0.90042,0.7,0.78512,0.28969,2.18563,1.48084,1.66908,0.00073874,0.00073874,0.00073874
639,122.348,0.42619,0.33382,0.8128,0.90042,0.7,0.78512,0.28969,2.18563,1.48084,1.66908,0.00073676,0.00073676,0.00073676
640,122.534,0.5003,0.34151,0.85489,0.89566,0.7,0.8106,0.30203,2.16927,1.43368,1.64074,0.00073478,0.00073478,0.00073478
641,122.711,0.42669,0.36471,0.80441,0.89566,0.7,0.8106,0.30203,2.16927,1.43368,1.64074,0.0007328,0.0007328,0.0007328
642,122.895,0.38109,0.33618,0.83443,0.85211,0.7,0.80571,0.31014,2.16403,1.38925,1.61842,0.00073082,0.00073082,0.00073082
643,123.069,0.40356,0.32838,0.82799,0.85211,0.7,0.80571,0.31014,2.16403,1.38925,1.61842,0.00072884,0.00072884,0.00072884
644,123.255,0.42492,0.32994,0.8284,0.7845,0.72825,0.81011,0.30923,2.14976,1.40628,1.61219,0.00072686,0.00072686,0.00072686
645,123.506,0.43963,0.36092,0.84198,0.7845,0.72825,0.81011,0.30923,2.14976,1.40628,1.61219,0.00072488,0.00072488,0.00072488
646,123.693,0.36676,0.3029,0.83797,0.75568,0.7,0.77477,0.31184,2.11837,1.40428,1.61541,0.0007229,0.0007229,0.0007229
647,123.866,0.34608,0.29996,0.85004,0.75568,0.7,0.77477,0.31184,2.11837,1.40428,1.61541,0.00072092,0.00072092,0.00072092
648,124.051,0.36092,0.33106,0.8055,0.78148,0.73333,0.77545,0.31004,2.10984,1.38831,1.63269,0.00071894,0.00071894,0.00071894
649,124.228,0.40657,0.33426,0.83122,0.78148,0.73333,0.77545,0.31004,2.10984,1.38831,1.63269,0.00071696,0.00071696,0.00071696
650,124.412,0.377,0.31473,0.8507,0.7438,0.67768,0.77221,0.29493,2.12667,1.4504,1.65852,0.00071498,0.00071498,0.00071498
651,124.586,0.37338,0.29249,0.84925,0.7438,0.67768,0.77221,0.29493,2.12667,1.4504,1.65852,0.000713,0.000713,0.000713
652,124.772,0.41654,0.34475,0.83705,0.68269,0.64572,0.67867,0.28537,2.13745,1.44591,1.67032,0.00071102,0.00071102,0.00071102
653,124.947,0.36687,0.31295,0.83824,0.68269,0.64572,0.67867,0.28537,2.13745,1.44591,1.67032,0.00070904,0.00070904,0.00070904
654,125.136,0.40613,0.34059,0.84557,0.7514,0.66667,0.75891,0.28351,2.15672,1.44127,1.67934,0.00070706,0.00070706,0.00070706
655,125.309,0.39181,0.34041,0.789,0.7514,0.66667,0.75891,0.28351,2.15672,1.44127,1.67934,0.00070508,0.00070508,0.00070508
656,125.566,0.36326,0.31086,0.81896,0.81209,0.7206,0.76281,0.28253,2.18813,1.47406,1.67847,0.0007031,0.0007031,0.0007031
657,125.741,0.36717,0.32778,0.81799,0.81209,0.7206,0.76281,0.28253,2.18813,1.47406,1.67847,0.00070112,0.00070112,0.00070112
658,125.926,0.39753,0.30797,0.83282,0.78133,0.71491,0.77134,0.2846,2.19227,1.48061,1.68912,0.00069914,0.00069914,0.00069914
659,126.102,0.40773,0.34398,0.80945,0.78133,0.71491,0.77134,0.2846,2.19227,1.48061,1.68912,0.00069716,0.00069716,0.00069716
660,126.287,0.39223,0.32024,0.80534,0.83468,0.8,0.80096,0.29391,2.1751,1.5104,1.72285,0.00069518,0.00069518,0.00069518
661,126.464,0.38295,0.32714,0.82337,0.83468,0.8,0.80096,0.29391,2.1751,1.5104,1.72285,0.0006932,0.0006932,0.0006932
662,126.653,0.36035,0.30781,0.82876,0.85044,0.8,0.77599,0.288,2.14938,1.50018,1.69805,0.00069122,0.00069122,0.00069122
663,126.83,0.41581,0.32558,0.83247,0.85044,0.8,0.77599,0.288,2.14938,1.50018,1.69805,0.00068924,0.00068924,0.00068924
664,127.016,0.37837,0.35995,0.82408,0.85699,0.79901,0.77852,0.29361,2.14881,1.47343,1.68309,0.00068726,0.00068726,0.00068726
665,127.193,0.45094,0.34475,0.81633,0.85699,0.79901,0.77852,0.29361,2.14881,1.47343,1.68309,0.00068528,0.00068528,0.00068528
666,127.378,0.42649,0.32512,0.83558,0.84948,0.7,0.75991,0.315,2.11558,1.47215,1.67652,0.0006833,0.0006833,0.0006833
667,127.554,0.419,0.31705,0.83012,0.84948,0.7,0.75991,0.315,2.11558,1.47215,1.67652,0.00068132,0.00068132,0.00068132
668,127.819,0.40897,0.33634,0.83934,0.91293,0.7,0.75875,0.30901,2.13175,1.47962,1.67384,0.00067934,0.00067934,0.00067934
669,127.996,0.41901,0.36142,0.83025,0.91293,0.7,0.75875,0.30901,2.13175,1.47962,1.67384,0.00067736,0.00067736,0.00067736
670,128.182,0.39009,0.3338,0.85904,0.87794,0.71963,0.75696,0.30487,2.11593,1.51699,1.63013,0.00067538,0.00067538,0.00067538
671,128.358,0.4784,0.36005,0.82677,0.87794,0.71963,0.75696,0.30487,2.11593,1.51699,1.63013,0.0006734,0.0006734,0.0006734
672,128.543,0.42301,0.3195,0.83484,0.80249,0.67747,0.70591,0.302,2.12682,1.53289,1.63832,0.00067142,0.00067142,0.00067142
673,128.723,0.45988,0.3772,0.84564,0.80249,0.67747,0.70591,0.302,2.12682,1.53289,1.63832,0.00066944,0.00066944,0.00066944
674,128.912,0.45247,0.39404,0.82506,0.82522,0.62968,0.70232,0.28546,2.14306,1.52091,1.65825,0.00066746,0.00066746,0.00066746
675,129.088,0.40583,0.30759,0.83047,0.82522,0.62968,0.70232,0.28546,2.14306,1.52091,1.65825,0.00066548,0.00066548,0.00066548
676,129.277,0.33319,0.2973,0.82541,0.90378,0.62647,0.73696,0.29389,2.17997,1.49722,1.68046,0.0006635,0.0006635,0.0006635
677,129.455,0.35524,0.33778,0.81135,0.90378,0.62647,0.73696,0.29389,2.17997,1.49722,1.68046,0.00066152,0.00066152,0.00066152
678,129.641,0.38512,0.29646,0.83233,0.89992,0.59947,0.72343,0.29614,2.1495,1.50131,1.6724,0.00065954,0.00065954,0.00065954
679,129.903,0.40915,0.33561,0.79424,0.89992,0.59947,0.72343,0.29614,2.1495,1.50131,1.6724,0.00065756,0.00065756,0.00065756
680,130.088,0.40182,0.32492,0.82407,0.90403,0.62819,0.72221,0.29488,2.1611,1.49224,1.65734,0.00065558,0.00065558,0.00065558
681,130.265,0.34598,0.30248,0.81368,0.90403,0.62819,0.72221,0.29488,2.1611,1.49224,1.65734,0.0006536,0.0006536,0.0006536
682,130.452,0.37932,0.29713,0.78396,0.95192,0.66028,0.77533,0.29933,2.17563,1.5281,1.6759,0.00065162,0.00065162,0.00065162
683,130.629,0.37515,0.30137,0.82561,0.95192,0.66028,0.77533,0.29933,2.17563,1.5281,1.6759,0.00064964,0.00064964,0.00064964
684,130.815,0.38437,0.30927,0.83219,0.95194,0.66047,0.77949,0.29301,2.20851,1.58472,1.68974,0.00064766,0.00064766,0.00064766
685,130.997,0.39791,0.32867,0.82047,0.95194,0.66047,0.77949,0.29301,2.20851,1.58472,1.68974,0.00064568,0.00064568,0.00064568
686,131.186,0.35637,0.31083,0.84325,0.95189,0.65982,0.77112,0.30029,2.17285,1.60597,1.65448,0.0006437,0.0006437,0.0006437
687,131.365,0.41028,0.33306,0.80187,0.95189,0.65982,0.77112,0.30029,2.17285,1.60597,1.65448,0.00064172,0.00064172,0.00064172
688,131.55,0.42515,0.34474,0.82464,0.87113,0.67624,0.76141,0.28713,2.15946,1.53499,1.64416,0.00063974,0.00063974,0.00063974
689,131.725,0.42602,0.33356,0.78312,0.87113,0.67624,0.76141,0.28713,2.15946,1.53499,1.64416,0.00063776,0.00063776,0.00063776
690,131.988,0.38851,0.31256,0.85553,0.90888,0.7,0.75774,0.29132,2.15781,1.52547,1.64898,0.00063578,0.00063578,0.00063578
691,132.165,0.49313,0.36613,0.85694,0.90888,0.7,0.75774,0.29132,2.15781,1.52547,1.64898,0.0006338,0.0006338,0.0006338
692,132.352,0.38692,0.347,0.84135,0.9083,0.66055,0.75988,0.28613,2.12387,1.51889,1.61063,0.00063182,0.00063182,0.00063182
693,132.53,0.41682,0.32866,0.85217,0.9083,0.66055,0.75988,0.28613,2.12387,1.51889,1.61063,0.00062984,0.00062984,0.00062984
694,132.716,0.48698,0.36688,0.8583,0.93865,0.63333,0.76063,0.28888,2.10944,1.48193,1.57753,0.00062786,0.00062786,0.00062786
695,132.897,0.38421,0.32488,0.80932,0.93865,0.63333,0.76063,0.28888,2.10944,1.48193,1.57753,0.00062588,0.00062588,0.00062588
696,133.092,0.3398,0.32117,0.86143,0.94072,0.63333,0.7672,0.30102,2.12185,1.48521,1.59843,0.0006239,0.0006239,0.0006239
697,133.268,0.36092,0.2943,0.77655,0.94072,0.63333,0.7672,0.30102,2.12185,1.48521,1.59843,0.00062192,0.00062192,0.00062192
698,133.455,0.43706,0.34523,0.78743,0.94323,0.63333,0.76674,0.29945,2.12704,1.53827,1.63449,0.00061994,0.00061994,0.00061994
699,133.642,0.35995,0.31228,0.82743,0.94323,0.63333,0.76674,0.29945,2.12704,1.53827,1.63449,0.00061796,0.00061796,0.00061796
700,133.831,0.3254,0.30597,0.83328,0.94982,0.63111,0.75648,0.29587,2.15042,1.52244,1.67495,0.00061598,0.00061598,0.00061598
701,134.085,0.39884,0.30391,0.82542,0.94982,0.63111,0.75648,0.29587,2.15042,1.52244,1.67495,0.000614,0.000614,0.000614
702,134.271,0.41259,0.32139,0.82195,0.87467,0.69796,0.75882,0.29967,2.16952,1.53205,1.71024,0.00061202,0.00061202,0.00061202
703,134.449,0.43046,0.33894,0.82812,0.87467,0.69796,0.75882,0.29967,2.16952,1.53205,1.71024,0.00061004,0.00061004,0.00061004
704,134.638,0.45463,0.35327,0.83829,0.85633,0.7,0.76188,0.29982,2.19619,1.53608,1.73898,0.00060806,0.00060806,0.00060806
705,134.814,0.36573,0.31438,0.82796,0.85633,0.7,0.76188,0.29982,2.19619,1.53608,1.73898,0.00060608,0.00060608,0.00060608
706,135.001,0.43902,0.35071,0.8479,0.87863,0.72418,0.76647,0.29191,2.17713,1.55687,1.73354,0.0006041,0.0006041,0.0006041
707,135.178,0.45161,0.33001,0.80092,0.87863,0.72418,0.76647,0.29191,2.17713,1.55687,1.73354,0.00060212,0.00060212,0.00060212
708,135.363,0.37504,0.31202,0.82471,0.80084,0.67029,0.69313,0.28488,2.12598,1.4967,1.68095,0.00060014,0.00060014,0.00060014
709,135.54,0.44972,0.3571,0.82008,0.80084,0.67029,0.69313,0.28488,2.12598,1.4967,1.68095,0.00059816,0.00059816,0.00059816
710,135.725,0.4037,0.32104,0.8165,0.80131,0.67235,0.69644,0.298,2.10604,1.51508,1.66312,0.00059618,0.00059618,0.00059618
711,135.901,0.44157,0.34422,0.8379,0.80131,0.67235,0.69644,0.298,2.10604,1.51508,1.66312,0.0005942,0.0005942,0.0005942
712,136.085,0.48421,0.36684,0.82586,0.80782,0.70059,0.75429,0.29784,2.07356,1.5129,1.6636,0.00059222,0.00059222,0.00059222
713,136.338,0.42354,0.32167,0.82396,0.80782,0.70059,0.75429,0.29784,2.07356,1.5129,1.6636,0.00059024,0.00059024,0.00059024
714,136.527,0.42776,0.37802,0.83397,0.81747,0.7,0.75654,0.30553,2.06453,1.47845,1.67259,0.00058826,0.00058826,0.00058826
715,136.701,0.44678,0.34015,0.8252,0.81747,0.7,0.75654,0.30553,2.06453,1.47845,1.67259,0.00058628,0.00058628,0.00058628
716,136.888,0.42247,0.32849,0.83497,0.85156,0.73333,0.79077,0.2987,2.07714,1.44923,1.66679,0.0005843,0.0005843,0.0005843
717,137.062,0.37577,0.33696,0.80844,0.85156,0.73333,0.79077,0.2987,2.07714,1.44923,1.66679,0.00058232,0.00058232,0.00058232
718,137.249,0.38574,0.30444,0.80533,0.88625,0.77938,0.82232,0.31099,2.09002,1.4,1.65946,0.00058034,0.00058034,0.00058034
719,137.424,0.43722,0.35892,0.81578,0.88625,0.77938,0.82232,0.31099,2.09002,1.4,1.65946,0.00057836,0.00057836,0.00057836
720,137.61,0.42326,0.35795,0.8022,0.88632,0.77999,0.82761,0.3162,2.11152,1.34468,1.65722,0.00057638,0.00057638,0.00057638
721,137.789,0.38214,0.29091,0.80452,0.88632,0.77999,0.82761,0.3162,2.11152,1.34468,1.65722,0.0005744,0.0005744,0.0005744
722,137.975,0.34261,0.31734,0.81683,0.81455,0.73208,0.77426,0.29672,2.12888,1.27574,1.67708,0.00057242,0.00057242,0.00057242
